,gene,slope,intercept,r_value,r_squared,p_value,std_err
3447,FAM89B,-0.20185273460059883,10.932362285717682,-0.12552452360058824,0.015756406025154636,0.304087166316845,0.19490364118540662
3448,FAM8A1,0.4167657680293169,5.760379923814838,0.4574399491100732,0.20925130704182635,7.762484898797998e-05,0.09897825442398449
3449,FAM91A1,-0.8144309072733963,16.008278504883613,-0.476605883056127,0.2271531677637106,3.474894908648293e-05,0.18352877337692022
3450,FAM92A1,-0.2216230272016228,10.918917735520493,-0.4421128476252993,0.19546377003535112,0.00014275667561601963,0.05493095492230426
3451,FAM96A,0.22138752220881744,6.845205183460662,0.10176669523312731,0.010356460258672217,0.4053764583306817,0.26439270235692675
3452,FAM96B,0.18247215401609518,7.659067418914091,0.12863298874105605,0.016546445792456652,0.2921718235895652,0.17186354437624277
3453,FAM98A,-0.7084219483011094,15.779840938554717,-0.5242500034001785,0.27483806606508715,3.7759262991056647e-06,0.1405832774728694
3454,FAM98B,-0.7020700016764099,15.40126576540701,-0.5455845977479564,0.2976625532997994,1.2471558255990798e-06,0.13175097148025763
3455,FAM98C,0.6973538412336865,4.254672641105282,0.5136612057999852,0.26384783434389475,6.366740754639604e-06,0.1423058737614295
3456,FAN1,-0.5719000460706606,12.486061221823341,-0.40291832368168373,0.16234317555845806,0.0005980938687924787,0.15870798482914933
3457,FANCA,-0.6536578715248917,11.849131235407105,-0.412377433138334,0.17005514736176114,0.0004299936043370291,0.17641797020584382
3458,FANCC,-0.42180862216041415,11.293768878647537,-0.33312282412195704,0.11097081595098832,0.005158908757647265,0.14585847572777233
3459,FANCD2,-0.37536317313298206,11.77377545992616,-0.5211703455150428,0.27161852904426914,4.4035350029831376e-06,0.07509551649206984
3460,FANCE,-0.08374964572275581,9.899677486581352,-0.06285365544102353,0.003950582002298907,0.6079014850530197,0.16246337829397478
3461,FANCF,-0.5452445740666915,13.17006617633233,-0.4339109099251914,0.18827867775210755,0.0001954858386671221,0.13831104363359012
3462,FANCG,-0.3244775455553566,11.287570409345708,-0.4566906727314646,0.20856637055991767,8.002576471072957e-05,0.07722045480269299
3463,FANCI,-0.3334886157783611,11.388428929436778,-0.478129119121631,0.22860745455202677,3.253102131690567e-05,0.07484040629969825
3464,FANCL,-0.48281442131727786,13.600879284782863,-0.3783178378571468,0.14312438644090641,0.0013498811954324053,0.1443261095417967
3465,FANCM,-0.609194458505065,11.217268687022752,-0.23484906316807871,0.05515408247092422,0.05208573556522979,0.3080421927411037
3466,FANK1,-0.08853823719165672,9.756788078037752,-0.048558698356029634,0.0023579471860318752,0.6919399207063988,0.22249169595507645
3467,FAP,-0.16034063890172903,9.796241338675715,-0.1835893512356374,0.03370504988712224,0.13103978658696938,0.1048850467803703
3468,FAR1,0.1961297602182139,7.886458235008929,0.11349661043058817,0.012881480579232696,0.35311960090335015,0.20975284223099977
3469,FAR2,-0.022417547212339996,9.630503888307436,-0.018831216704187807,0.00035461472256008187,0.8779411213013857,0.14541034114168283
3470,FARP1,-0.40670221279952645,11.86693515011083,-0.43378058070303704,0.18816559219506404,0.00019645213070133727,0.10320547931398483
3471,FARP2,-0.1399925955411153,10.30125607385633,-0.1281885048132153,0.016432292766247726,0.29385656483402756,0.13231854390826883
3472,FARS2,0.06795111961599809,9.00543244404143,0.041065807189557935,0.0016864005201299482,0.7376041533450416,0.20198184989735868
3473,FARSA,-0.5120098904810222,12.951431887251323,-0.4775197451533447,0.2280251070113153,3.340204723222672e-05,0.11509360750330604
3474,FARSB,-0.2574131515248518,11.047055459285813,-0.14492732731673955,0.02100393020317336,0.23477480966913003,0.21470073011794077
3475,FAS,0.5263542599790719,5.18962006360248,0.5950049219244479,0.3540308571143183,6.98277770272044e-08,0.08686124881602353
3476,FASN,-0.3172928400822727,10.90892351781921,-0.5817323747056247,0.3384125557806453,1.5873600225200515e-07,0.05419924839555633
3477,FASTK,0.6960052152115879,4.853717400671191,0.35586774780070063,0.12664185392474306,0.0026913094558959675,0.2232968776396062
3478,FASTKD1,0.24566769398727706,7.114700312557201,0.15144882868563916,0.02293674771025208,0.21415331717597033,0.19588720468533175
3479,FASTKD2,-0.5989600492974955,14.311251158232855,-0.47438762488818004,0.2250436186470486,3.8230786812439446e-05,0.13578935725432967
3480,FASTKD3,0.8020272129391613,3.122424359717077,0.4696407288916039,0.220562414233837,4.679547442695797e-05,0.18419448452423004
3481,FASTKD5,-0.044608861208162875,9.7056399791973,-0.03695768664199571,0.0013658706019279482,0.7630422532858611,0.14736086379475893
3482,FAT1,-0.338463762870988,12.96811655170307,-0.48876446406997137,0.23889070133760634,2.0345532185856347e-05,0.07380718951542876
3483,FAT4,-0.0911687132341537,9.817754897848419,-0.11781543819935464,0.013880477478105953,0.33497929525893266,0.0938795500214971
3484,FAXDC2,-0.09837313566878253,10.025714732868622,-0.10155549463953825,0.010313518491481283,0.4063568944936653,0.11772928508898835
3485,FBL,-0.7088033201616593,17.292099723114063,-0.5621876580246837,0.31605496283527873,4.987663860603627e-07,0.12738480776671973
3486,FBLIM1,0.47111099529666484,5.8602358398799215,0.5265490951639948,0.2772539496180217,3.363122949246178e-06,0.09292655384486721
3487,FBLN1,0.19011837437882628,8.529431575315897,0.4474668849477133,0.2002266131248101,0.00011576893583407727,0.04642044126436123
3488,FBLN2,0.1524046355717148,9.0088291202105,0.17569318181087973,0.03086809413483084,0.1487349331535874,0.10432714273831382
3489,FBN1,0.012311325251997553,9.382116687846635,0.014962047126410563,0.0002238628542129306,0.9028828906080163,0.10051428061586531
3490,FBN2,-0.13507531955906543,9.912266507360387,-0.12931494869144664,0.016722355955071475,0.28959932309390934,0.12654003580825327
3491,FBP1,-0.30569957631827555,11.86272690697135,-0.31426401155297184,0.09876186895736642,0.008544224035359791,0.11281908280187768
